class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	allowed_filetypes	alphasort	answer_width	array_filter	array_filter_exclude	array_filter_style	assessment_value	category_separator	choice_title	code_filter	commented_checkbox	commented_checkbox_auto	cssclass	date_format	date_max	date_min	display_columns	display_rows	display_type	dropdown_dates	dropdown_dates_minute_step	dropdown_dates_month_style	dropdown_prefix	dropdown_prepostfix	dropdown_separators	dropdown_size	dualscale_headerA	dualscale_headerB	em_validation_q	em_validation_q_tip	em_validation_sq	em_validation_sq_tip	equals_num_value	equation	exclude_all_others	exclude_all_others_auto	hidden	hide_tip	input_boxes	label_input_columns	location_city	location_country	location_defaultcoordinates	location_mapheight	location_mapservice	location_mapwidth	location_mapzoom	location_nodefaultfromip	location_postal	location_state	max_answers	max_filesize	max_num_of_files	max_num_value	max_num_value_n	max_subquestions	maximum_chars	min_answers	min_num_of_files	min_num_value	min_num_value_n	multiflexible_checkbox	multiflexible_max	multiflexible_min	multiflexible_step	num_value_int_only	numbers_only	other_comment_mandatory	other_numbers_only	other_replace_text	page_break	parent_order	prefix	printable_help	public_statistics	random_group	random_order	rank_title	repeat_headings	reverse	samechoiceheight	samelistheight	scale_export	show_comment	show_grand_total	show_title	show_totals	showpopups	slider_accuracy	slider_custom_handle	slider_default	slider_handle	slider_layout	slider_max	slider_middlestart	slider_min	slider_orientation	slider_rating	slider_reset	slider_separator	slider_showminmax	statistics_graphtype	statistics_showgraph	statistics_showmap	suffix	text_input_columns	text_input_width	time_limit	time_limit_action	time_limit_countdown_message	time_limit_disable_next	time_limit_disable_prev	time_limit_message	time_limit_message_delay	time_limit_message_style	time_limit_timer_style	time_limit_warning	time_limit_warning_2	time_limit_warning_2_display_time	time_limit_warning_2_message	time_limit_warning_2_style	time_limit_warning_display_time	time_limit_warning_message	time_limit_warning_style	use_dropdown	value_range_allows_missing
A	0	123		Macao		en																																																																																																																																			
A	0	124		Madagascar		en																																																																																																																																			
A	0	125		Malawi		en																																																																																																																																			
A	0	126		Malaysia		en																																																																																																																																			
A	0	127		Maldives		en																																																																																																																																			
A	0	128		Mali		en																																																																																																																																			
A	0	129		Malta		en																																																																																																																																			
A	0	130		Morocco		en																																																																																																																																			
A	0	131		Marshall Islands		en																																																																																																																																			
A	0	132		Martinique		en																																																																																																																																			
A	0	133		Mauritania		en																																																																																																																																			
A	0	134		Mauritius		en																																																																																																																																			
A	0	135		Mayotte		en																																																																																																																																			
A	0	136		Macedonia, the Former Yugoslav Republic of		en																																																																																																																																			
A	0	137		Mexico		en																																																																																																																																			
A	0	138		Micronesia, Federated States of		en																																																																																																																																			
A	0	139		Moldova, Republic of		en																																																																																																																																			
A	0	140		Monaco		en																																																																																																																																			
A	0	141		Mongolia		en																																																																																																																																			
A	0	142		Montenegro		en																																																																																																																																			
A	0	143		Montserrat		en																																																																																																																																			
A	0	144		Mozambique		en																																																																																																																																			
A	0	145		Myanmar		en																																																																																																																																			
A	0	146		Namibia		en																																																																																																																																			
A	0	147		Nauru		en																																																																																																																																			
A	0	148		Nepal		en																																																																																																																																			
A	0	149		New Caledonia		en																																																																																																																																			
A	0	150		New Zealand		en																																																																																																																																			
A	0	151		Nicaragua		en																																																																																																																																			
A	0	152		Netherlands		en																																																																																																																																			
A	0	153		Niger		en																																																																																																																																			
A	0	154		Nigeria		en																																																																																																																																			
A	0	155		Niue		en																																																																																																																																			
A	0	156		Norfolk Island		en																																																																																																																																			
A	0	157		Norway		en																																																																																																																																			
A	0	158		Northern Mariana Islands		en																																																																																																																																			
A	0	159		Oman		en																																																																																																																																			
A	0	160		Timor-Leste		en																																																																																																																																			
A	0	161		Pakistan		en																																																																																																																																			
A	0	162		Palau		en																																																																																																																																			
A	0	163		Panama		en																																																																																																																																			
A	0	164		Papua New Guinea		en																																																																																																																																			
A	0	165		Paraguay		en																																																																																																																																			
A	0	166		Peru		en																																																																																																																																			
A	0	167		Philippines		en																																																																																																																																			
A	0	168		Pitcairn		en																																																																																																																																			
A	0	169		Poland		en																																																																																																																																			
A	0	170		Portugal		en																																																																																																																																			
A	0	171		Puerto Rico		en																																																																																																																																			
A	0	172		Taiwan, Province of China		en																																																																																																																																			
A	0	173		Rwanda		en																																																																																																																																			
A	0	174		Romania		en																																																																																																																																			
A	0	175		Russian Federation		en																																																																																																																																			
A	0	176		Réunion		en																																																																																																																																			
